PERIODO,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,FECHA_NACIMIENTO,GENERO,ESTRATO,NOMBRE_ESTADO,ORIGEN_GEOGRAFICO,LUGAR_EXPEDICION,tipo_desercion,edad
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,T.I.,2004-04-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAYA,SOGAMOSO,LIT. C,20
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,C.C.,1998-03-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,26
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,C.C.,2000-10-27,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,LIT. D,24
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,C.C.,2000-03-21,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,24
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,C.C.,2001-02-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,23
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,ESPECIALIZACION EN GESTION ESTRATEGICA DE PROYECTOS,Otra,Presencial,DUITAMA,C.C.,1992-06-09,F,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUTAZÁ,DUITAMA,LIT. A,32
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,ESPECIALIZACIÓN EN DISEÑO DE MAQUINARIA Y EQUIPO,Extendida,Presencial,DUITAMA,C.C.,1992-06-20,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,MELGAR,MIRAFLORES,LIT. A,32
PRIMER SEMESTRE DE 2022,SECCIONAL DUITAMA,ESPECIALIZACIÓN EN PLANIFICACIÓN Y REGULACIÓN ENERGÉTICA,Extendida,Presencial,DUITAMA,C.C.,1996-08-22,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,DUITAMA,DUITAMA,LIT. A,28
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,T.I.,2002-05-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,T.I.,2002-03-09,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,SAMACÁ,LIT. C,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2003-05-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTA D.E,BOGOTA D.E,LIT. B,21
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1990-02-05,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,MONGUÍ,SOGAMOSO,LIT. E,34
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2002-04-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2000-10-21,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,CURUMANÍ,SOGAMOSO,LIT. E,24
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1999-09-05,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,25
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2002-09-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,T.I.,2002-04-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTA D.E,FACATATIVÁ,LIT. B,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2001-12-28,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,23
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,2002-05-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,PAIPA,LIT. C,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1988-01-21,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,36
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,T.I.,2002-07-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,NOBSA,TIBASOSA,LIT. D,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,T.I.,2001-09-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,TUNJA,LIT. D,23
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1999-01-01,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,25
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,2003-02-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,PAIPA,LIT. C,21
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,T.I.,2004-02-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,20
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2000-04-06,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,FLORESTA,FLORESTA,LIT. C,24
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,1997-02-13,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTÁ D.C.,BUSBANZÁ,LIT. D,27
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2002-12-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,22
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2000-06-13,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,24
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,1984-02-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,NOBSA,SOGAMOSO,LIT. C,40
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2003-07-16,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,PESCA,LIT. B,21
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,1998-04-29,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,26
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,T.I.,2003-04-15,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TAURAMENA,TAURAMENA,LIT. D,21
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,2001-10-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,23
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,1999-02-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BELÉN,BOGOTA D.E,LIT. C,25
PRIMER SEMESTRE DE 2022,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,1999-08-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2000-04-15,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,LIT. D,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2003-05-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2004-11-23,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,BOGOTA D.E,LIT. C,20
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2004-06-15,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,MONIQUIRÁ,LIT. C,20
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,1998-11-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2001-11-06,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SARAVENA,SOGAMOSO,LIT. C,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2004-03-26,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,MONIQUIRÁ,LIT. C,20
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2002-12-21,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2004-03-29,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,VILLAVICENCIO,YOPAL,LIT. C,20
SEGUNDO SEMESTRE DE 2022,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,2002-10-25,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,SOGAMOSO,LIT. C,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,1999-09-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,2001-07-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,TUNJA,LIT. C,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,1999-09-12,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOATÁ,TUNJA,LIT. D,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2001-03-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,TUNJA,LIT. C,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2004-10-16,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SAMACÁ,SAMACÁ,LIT. B,20
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2003-02-22,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2002-07-29,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,RAMIRIQUÍ,CIÉNEGA,LIT. E,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-08-15,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,MONIQUIRÁ,MONIQUIRÁ,LIT. C,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1998-12-20,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2001-09-26,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2003-08-10,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1996-12-17,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,28
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2003-12-17,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,GÜICÁN,GÜICÁN,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,T.I.,2002-09-04,F,3,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2000-12-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2003-12-17,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,PAIPA,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2000-10-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TURMEQUÉ,TUNJA,LIT. B,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2003-03-20,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,BUCARAMANGA,BUCARAMANGA,LIT. D,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2003-03-18,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. D,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.E,2003-11-07,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,EXTRANJERO,TUNJA,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS,MAESTRIA EN CIENCIAS BIOLOGICAS,Otra,Presencial,TUNJA,C.C.,1995-11-10,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.B.,BOGOTA D.E,BOGOTA D.E,LIT. B,29
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2001-08-28,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,YOPAL,YOPAL,LIT. D,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2000-10-14,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,1998-08-07,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,LIT. D,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,1999-05-08,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,Diurna,Presencial,TUNJA,C.C.,1998-08-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,Diurna,Presencial,TUNJA,C.C.,1994-05-23,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,30
SEGUNDO SEMESTRE DE 2022,CIENCIAS AGROPECUARIAS,MAESTRIA EN CIENCIAS AGRARIAS,Otra,Presencial,TUNJA,C.C.,1980-05-20,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,MONIQUIRÁ,TUNJA,LIT. A,44
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1996-11-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,28
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1999-09-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BARBOSA,BARBOSA,LIT. D,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2003-03-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,CHOCONTÁ,CHOCONTÁ,LIT. B,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-06-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,MIRAFLORES,TUNJA,LIT. C,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2003-05-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1998-05-18,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,BUCARAMANGA,TUNJA,LIT. E,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1998-12-22,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,QUÍPAMA,TUNJA,LIT. D,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,1999-01-15,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,25
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2001-03-07,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1992-03-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,32
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2002-02-05,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1998-06-13,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,DUITAMA,LIT. E,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2002-06-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TUNJA,LIT. C,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1998-07-31,F,3,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2003-05-19,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BELÉN,BELÉN,LIT. C,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2001-04-30,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,CHITARAQUE,CHITARAQUE,LIT. D,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2002-06-10,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2002-09-07,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,ENGATIVA,PAIPA,LIT. D,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1994-06-29,M,SIN INFORMACIÓN,PERDIO CUPO A130/98 ART.80 LIT. E,AQUITANIA,DUITAMA,LIT. E,30
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,2003-06-30,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,PEREIRA,PAIPA,LIT. B,21
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,2000-07-08,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,TIBASOSA,LIT. C,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1995-11-06,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,29
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1998-02-15,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTA D.E,TUNJA,LIT. D,26
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,2001-06-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2001-02-14,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,DUITAMA,LIT. B,23
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2000-02-27,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,24
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2002-05-13,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,22
SEGUNDO SEMESTRE DE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,1997-08-31,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,VILLA DE LEYVA,LIT. C,27
